cdk_entity_id,cdk_entity_name,cdk_path,cdk_load_column,cdk_datatype,cdk_length,cdk_unit,cdk_confidence,sap_field_raw,sap_table,sap_field,sap_annotation,sap_module,sap_data_element,sap_datatype,sap_length,sap_decimals,sap_is_key,status,type_verdict,type_detail,resolution_detail,widened_length,widening_reason
warranty-claim,Warranty Claim,roNumber,ro_number,string,20,,INFERRED,AUFK-AUFNR,AUFK,AUFNR,,CO,AUFNR,CHAR,12,0,True,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(12) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP AUFK-AUFNR is CHAR(12); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/co/tables/AUFK.yaml,20,"SAP AUFK-AUFNR is CHAR(12); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
warranty-claim,Warranty Claim,vin,vin,string,17,,INFERRED,EQUI-EQUNR,EQUI,EQUNR,,PM,EQUNR,CHAR,18,0,True,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/pm/tables/EQUI.yaml,,
warranty-claim,Warranty Claim,causalPartNumber,causal_part_number,string,20,,INFERRED,MARA-MATNR,MARA,MATNR,,MM,MATNR,CHAR,18,0,True,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(18) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP MARA-MATNR is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MARA.yaml,20,"SAP MARA-MATNR is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
warranty-claim,Warranty Claim,claimCategory,claim_category_code,string,10,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
warranty-claim,Warranty Claim,concernText,concern_text,string,1000,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
warranty-claim,Warranty Claim,causeText,cause_text,string,1000,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
warranty-claim,Warranty Claim,correctionText,correction_text,string,1000,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
warranty-claim,Warranty Claim,srtCode,srt_code,string,10,,INFERRED,AFVC-STEUS,AFVC,STEUS,,PP,STEUS,CHAR,4,0,False,RESOLVED,WIDENED,"CDK length 10 > SAP CHAR(4) — declared widening to 10, recorded in WIDENING-POLICY.md: SAP AFVC-STEUS is CHAR(4); the CDK/dealer-native value for this field can genuinely run up to 10 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (10) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/pp/tables/AFVC.yaml,10,"SAP AFVC-STEUS is CHAR(4); the CDK/dealer-native value for this field can genuinely run up to 10 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (10) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
warranty-claim,Warranty Claim,claimStoryText,claim_story_text,string,1000,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
warranty-claim,Warranty Claim,campaignNumber,campaign_number,string,20,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
warranty-claim,Warranty Claim,failureCode,failure_code,string,10,,INFERRED,QMFE-FEGRP,QMFE,FEGRP,,PM,FEGRP,CHAR,8,0,False,RESOLVED,WIDENED,"CDK length 10 > SAP CHAR(8) — declared widening to 10, recorded in WIDENING-POLICY.md: SAP QMFE-FEGRP is CHAR(8); the CDK/dealer-native value for this field can genuinely run up to 10 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (10) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/pm/tables/QMFE.yaml,10,"SAP QMFE-FEGRP is CHAR(8); the CDK/dealer-native value for this field can genuinely run up to 10 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (10) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
warranty-claim,Warranty Claim,submissionWindowDays,submission_window_days,integer,,quantity,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
warranty-claim,Warranty Claim,claimType,claim_type,enum,,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
warranty-claim,Warranty Claim,claimStatus,claim_status,enum,,,UNVERIFIED,BSEG-AUGDT,BSEG,AUGDT,,FI,AUGDT,DATS,8,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BSEG.yaml,,
warranty-claim,Warranty Claim,glAccountClaimReceivable,gl_account_claim_receivable,string,10,,INFERRED,SKB1-SAKNR,SKB1,SAKNR,,FI,SAKNR,CHAR,10,0,True,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/SKB1.yaml,,
warranty-claim,Warranty Claim,agingBucket,aging_bucket,enum,,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
warranty-claim,Warranty Claim,claimAmount,claim_amount,decimal,,currency,UNVERIFIED,BSID-DMBTR,BSID,DMBTR,,FI,DMBTR,CURR,13,2,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BSID.yaml,,
purchase-receipt-document,Purchase / Receipt Document,purchaseOrderNumber,purchase_order_number,string,20,,UNVERIFIED,EKKO-EBELN,EKKO,EBELN,,MM,EBELN,CHAR,10,0,True,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(10) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP EKKO-EBELN is CHAR(10); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/EKKO.yaml,20,"SAP EKKO-EBELN is CHAR(10); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
purchase-receipt-document,Purchase / Receipt Document,vendorId,vendor_id,string,20,,INFERRED,EKKO-LIFNR,EKKO,LIFNR,,MM,ELIFN,CHAR,10,0,False,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(10) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP EKKO-LIFNR is CHAR(10); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/EKKO.yaml,20,"SAP EKKO-LIFNR is CHAR(10); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
purchase-receipt-document,Purchase / Receipt Document,poDate,po_date,date,,,UNVERIFIED,EKKO-BEDAT,EKKO,BEDAT,,MM,EBDAT,DATS,8,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/EKKO.yaml,,
purchase-receipt-document,Purchase / Receipt Document,poLineNumber,po_line_number,integer,,,UNVERIFIED,EKPO-EBELP,EKPO,EBELP,,MM,EBELP,NUMC,5,0,True,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/EKPO.yaml,,
purchase-receipt-document,Purchase / Receipt Document,partNumber,part_number,string,20,,INFERRED,EKPO-MATNR,EKPO,MATNR,,MM,MATNR,CHAR,18,0,False,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(18) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP EKPO-MATNR is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/EKPO.yaml,20,"SAP EKPO-MATNR is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
purchase-receipt-document,Purchase / Receipt Document,quantityOrdered,quantity_ordered,integer,,quantity,UNVERIFIED,EKPO-MENGE,EKPO,MENGE,,MM,BSTMG,QUAN,13,3,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/EKPO.yaml,,
purchase-receipt-document,Purchase / Receipt Document,quantityReceived,quantity_received,integer,,quantity,INFERRED,MSEG-MENGE,MSEG,MENGE,,MM,MENGE_D,QUAN,13,3,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MSEG.yaml,,
purchase-receipt-document,Purchase / Receipt Document,receiptDocumentNumber,receipt_document_number,string,20,,UNVERIFIED,MKPF-MBLNR,MKPF,MBLNR,,MM,MBLNR,CHAR,10,0,True,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(10) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP MKPF-MBLNR is CHAR(10); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MKPF.yaml,20,"SAP MKPF-MBLNR is CHAR(10); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
purchase-receipt-document,Purchase / Receipt Document,receiptDate,receipt_date,date,,,INFERRED,MKPF-BUDAT,MKPF,BUDAT,,MM,BUDAT,DATS,8,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MKPF.yaml,,
purchase-receipt-document,Purchase / Receipt Document,asnNumber,asn_number,string,30,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
purchase-receipt-document,Purchase / Receipt Document,invoiceNumber,invoice_number,string,20,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
purchase-receipt-document,Purchase / Receipt Document,unitCost,unit_cost,decimal,,currency,UNVERIFIED,EKPO-NETPR,EKPO,NETPR,,MM,BPREI,CURR,11,2,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/EKPO.yaml,,
purchase-receipt-document,Purchase / Receipt Document,threeWayMatchStatus,three_way_match_status,enum,,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
purchase-receipt-document,Purchase / Receipt Document,apPostingGlAccount,ap_posting_gl_account,string,10,,INFERRED,MSEG-SAKTO,MSEG,SAKTO,,MM,SAKNR,CHAR,10,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MSEG.yaml,,
purchase-receipt-document,Purchase / Receipt Document,movementTypeSapAnalogue,movement_type_sap_analogue,string,4,,INFERRED,MSEG-BWART = 101,MSEG,BWART,= 101,MM,BWART,CHAR,3,0,False,RESOLVED,WIDENED,"CDK length 4 > SAP CHAR(3) — declared widening to 4, recorded in WIDENING-POLICY.md: SAP MSEG-BWART is CHAR(3); the CDK/dealer-native value for this field can genuinely run up to 4 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (4) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MSEG.yaml,4,"SAP MSEG-BWART is CHAR(3); the CDK/dealer-native value for this field can genuinely run up to 4 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (4) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
